,PC1,PC2,tsne1,tsne2,time
E68_279,-1.6523222760210674,-0.5060746997312713,34.52536,52.87502,0.27927927927927926
E69_591,-1.1429598481037277,-1.0792509973340814,-7.5525117,4.8584986,0.5915915915915916
E70_945,0.012551173146828302,-0.8756313046004333,53.51677,-18.760098,0.9459459459459459
E71_408,-1.7000415312829469,-0.8610032145023202,18.99421,18.70849,0.4084084084084084
E72_969,3.361926550206403,0.903828285832276,-39.84385,-60.702206,0.96996996996997
E73_392,-1.5732617395632058,-0.3523823841925538,34.035423,52.057457,0.3923923923923924
E74_893,3.0215013679016094,0.5951230323878859,-26.029497,-60.452297,0.8938938938938938
E75_999,2.19334595739389,-0.8722728467149922,-6.968628,-56.53453,1.0
E76_208,-0.5499912539494387,1.2163537992587414,-42.72168,34.186424,0.2082082082082082
E77_177,-0.22602147646504775,1.0361694793850673,-28.333197,31.89846,0.17717717717717718
E78_929,3.2463529661390735,0.7956709341249317,-33.535717,-56.964977,0.92992992992993
E79_619,-0.30662232166717845,-0.9673071160455345,58.195457,-10.739657,0.6196196196196196
E80_898,2.1010395167600944,0.762348568624525,-25.908655,-48.20982,0.8988988988988988
E81_600,0.16960216799356728,-1.3993965657551328,51.68682,-26.507448,0.6006006006006006
E82_997,1.4949338171196145,-0.5142068784158486,21.178978,-54.124092,0.997997997997998
E83_265,-1.1959322806112305,0.05453889664261771,12.273646,48.726746,0.2652652652652653
E84_731,2.6340321861230795,-0.7174495785984836,0.61858225,-68.513565,0.7317317317317318
E85_525,-0.6554016186377587,-1.2719703150711799,61.84594,-5.3081665,0.5255255255255256
E86_860,0.8263806395477993,-0.8788464488898262,25.2207,-33.52897,0.8608608608608609
E87_185,-0.5801532071691603,1.5434282576052756,-41.859173,19.053473,0.18518518518518517
E88_709,1.1435138273678627,-0.7696148862828726,27.975477,-43.141148,0.7097097097097097
E89_564,-0.8132075474882446,-1.3587661003732026,-10.941704,-5.278124,0.5645645645645646
E90_751,0.15159371592071724,-1.365056678838058,27.926918,-26.732975,0.7517517517517518
E91_838,-0.5031533671373951,-1.4929139084303626,-19.331474,-5.781645,0.8388388388388388
E92_661,0.76930786185487,-1.5448135546817656,54.22308,-25.982082,0.6616616616616616
E93_682,1.2628329676434673,-1.4179664550682034,5.0577164,-33.034363,0.6826826826826827
E94_458,-1.248214495805492,-0.27577295439841526,47.843365,17.175102,0.45845845845845845
E95_304,-1.2887430963439144,-0.6540312418152046,23.953413,31.208437,0.30430430430430433
E96_990,3.1803759508458542,0.9685560659565969,-42.066692,-46.934803,0.990990990990991
E97_736,2.7440128514415636,0.18346591608336135,-22.35918,-62.076984,0.7367367367367368
E98_415,-1.5424258717450317,-0.06407660376646117,26.105589,49.704666,0.41541541541541543
E99_458,-1.414911702810666,-0.44994765516691565,32.50033,28.454317,0.45845845845845845
E100_909,2.2211780290618752,-0.6800585753654536,14.94219,-65.8864,0.9099099099099099
E101_572,-0.8939178537972495,-0.5843073955635435,55.308266,3.6714907,0.5725725725725725
E102_862,-0.8587789815199519,-0.5564144797919273,23.677696,27.91472,0.8628628628628628
E103_133,-0.3743428906703866,1.6450586867444674,-64.287285,13.922136,0.13313313313313313
E104_686,1.6562482253271364,-0.2720983204812593,17.440042,-42.24027,0.6866866866866866
E105_127,-0.4904665006835744,1.7286420951486305,-53.902813,6.1045833,0.12712712712712712
E106_362,-1.4511234814941107,-0.2674820694983438,0.83194613,50.27377,0.36236236236236236
E107_197,-0.6263795665185533,0.5006945258097075,-30.869272,57.777157,0.1971971971971972
E108_71,-0.4066073679798533,1.6234038718249095,-59.266205,21.751465,0.07107107107107107
E109_744,0.7726794649691899,-0.6278512614656696,25.988659,-34.830162,0.7447447447447447
E110_660,-1.1770763971834748,-0.2960820332211405,25.386553,16.615587,0.6606606606606606
E111_551,-0.915934842608888,0.16810548790211102,46.04148,5.3537107,0.5515515515515516
E112_432,-0.8723967805847775,-0.20339814138569678,15.911587,47.10379,0.43243243243243246
E113_133,-0.46463785739901464,1.0900385741687397,-42.26672,38.47399,0.13313313313313313
E114_707,1.8039134597763087,-0.8279330486710771,29.967173,-45.32505,0.7077077077077077
E115_207,-0.6808661025598222,0.35385217527277385,-18.109644,58.956005,0.2072072072072072
E116_33,-0.266391595700349,1.937064215759001,-51.14754,-7.317218,0.03303303303303303
E117_853,-1.5381301149826363,-0.5649192366409779,1.5728623,14.790969,0.8538538538538538
E118_89,-0.28379397759058844,1.8419732113870124,-58.17148,-3.9636664,0.0890890890890891
E119_243,-0.7507885556025189,0.40514336092848274,-18.866123,59.847015,0.24324324324324326
E120_625,-0.3823285830560276,-1.3897413658354032,-17.669395,-14.300754,0.6256256256256256
E121_509,-1.473118136891785,-0.02157189806366691,49.878838,19.393951,0.5095095095095095
E122_955,0.010554327510612522,-1.1373821776652226,5.7092867,-23.457716,0.955955955955956
E123_894,3.087155347586155,-0.31696266695695197,-8.906821,-68.867165,0.8948948948948949
E124_222,-0.6106591699878111,1.4255180289632639,-37.22478,20.069672,0.2222222222222222
E125_144,-0.6083818446315639,1.230379537964605,-41.085407,27.52561,0.14414414414414414
E126_174,-0.3448193522542975,1.1620655744623904,-32.137577,30.139065,0.17417417417417416
E127_869,1.5877172637953123,-0.8454189736527048,20.285028,-57.01658,0.8698698698698699
E128_55,-0.16218250928798314,1.7636212574768932,-70.86116,4.250458,0.055055055055055056
E129_950,3.100983870366361,1.093392937164061,-40.33473,-46.13987,0.950950950950951
E130_504,-1.4184395504713798,-0.8439466938298398,2.5227592,7.1073995,0.5045045045045045
E131_721,1.4032647663522115,-0.8942422178306172,27.900938,-44.807762,0.7217217217217218
E132_251,-0.6742011475508893,0.22340259551331187,-18.582245,62.342102,0.25125125125125125
E133_568,-0.5024741255104193,-0.4624297918518443,62.234634,1.6363893,0.5685685685685685
E134_474,-0.578908502901114,-0.8654514525125255,58.221634,-8.39841,0.4744744744744745
E135_934,1.5715507660607995,-0.5854853660943077,21.296244,-48.710655,0.934934934934935
E136_266,-0.6700744453419334,0.5584858787661232,-7.19389,45.17842,0.26626626626626626
E137_914,2.605481159214332,-0.40389477998117773,-8.340885,-58.84303,0.914914914914915
E138_401,-1.0446647946282817,0.24693239041844794,29.195448,39.682392,0.4014014014014014
E139_962,2.961460540775776,1.1538615416198448,-36.76475,-46.72898,0.9629629629629629
E140_836,0.018020308133233034,-0.8397048718022453,46.513985,-23.72529,0.8368368368368369
E141_525,-1.2433979406748297,-0.6970462210575582,-6.3022494,-0.15831429,0.5255255255255256
E142_170,-0.4651068490066021,1.3626723695396084,-53.82032,27.763588,0.17017017017017017
E143_636,-0.8909862276926148,-1.2327138553538333,-11.246944,-4.692594,0.6366366366366366
E144_362,-1.5376884998617009,-0.5910168521290854,36.62874,49.044,0.36236236236236236
E145_216,-0.3850965998313651,0.8792261072041812,-35.00344,55.483524,0.21621621621621623
E146_998,3.1154912160164385,0.9944356793096525,-34.894386,-50.026646,0.998998998998999
E147_368,-1.1077499030977198,0.02734082566998758,6.1342483,55.840958,0.3683683683683684
E148_198,-0.7500807362535834,0.7075185633652634,-34.921227,51.157856,0.1981981981981982
E149_152,-0.8089120340974026,1.0765887294701555,-42.547928,30.63473,0.15215215215215216
E150_184,-0.6077022880226637,1.2869442597127914,-46.852024,26.197407,0.1841841841841842
E151_739,1.0504077535464154,-0.9932428364959955,41.691425,-35.54075,0.7397397397397397
E152_387,-1.2031855185325797,-0.1088839333863456,9.855177,47.984154,0.38738738738738737
E153_806,0.653997310972048,-1.0095253659910088,50.038048,-30.466948,0.8068068068068068
E154_429,-0.8883298225340537,0.18584671998534003,3.9662654,58.37752,0.4294294294294294
E155_487,-1.2637861718408072,-0.5732608539860143,50.35995,5.0991583,0.4874874874874875
E156_377,-1.1171372942995337,-0.2529711359665932,10.38207,52.91967,0.37737737737737737
E157_524,-1.5929650128785875,-0.7482342682152694,39.70197,53.326096,0.5245245245245245
E158_663,-0.6397104030721813,-0.42481346673131676,-0.2088529,-0.13776124,0.6636636636636637
E159_430,-1.312096279496857,-0.8095618700813354,13.783768,10.142392,0.43043043043043044
E160_797,0.3138523556177785,-1.0050777583790202,5.1906414,-27.645401,0.7977977977977978
E161_150,-0.4697677838634054,0.7946724023533627,-25.291904,51.08166,0.15015015015015015
E162_241,-0.291836990047083,1.2297185633790273,-31.70348,29.897821,0.24124124124124124
E163_912,1.9051942185978619,-1.17609258772814,23.721865,-58.64586,0.9129129129129129
E164_693,0.6998946583105571,-0.7710021087078034,49.430153,-33.319637,0.6936936936936937
E165_284,-1.3065373359016996,0.04181987627861331,0.30536544,52.28904,0.28428428428428426
E166_987,2.85725156294113,1.0979505940693335,-35.664597,-46.985764,0.987987987987988
E167_996,2.3935622598629527,-0.8777575590912983,5.1366644,-72.38503,0.996996996996997
E168_946,2.7981039361307394,-0.0322383935904048,-14.164247,-63.919888,0.9469469469469469
E169_417,-1.4746001961450534,-0.21415735196397861,33.2229,36.333347,0.4174174174174174
E170_571,-0.33352761754812493,-1.3142360834981162,-10.011004,-16.023151,0.5715715715715716
E171_795,2.4857710041841936,-1.2090955652127662,11.316575,-71.13405,0.7957957957957958
E172_766,2.222260759883187,-0.9311919484662733,13.532927,-63.7232,0.7667667667667668
E173_583,-0.27064701207794245,-1.4403261120990019,62.12209,-15.40793,0.5835835835835835
E174_509,-0.34925806867781295,-0.9391661270265232,65.230034,-11.662814,0.5095095095095095
E175_876,3.357088172851475,0.8565005423959304,-41.2666,-57.926647,0.8768768768768769
E176_550,-0.6296673202424888,-1.0139090885184388,67.47578,-3.6161184,0.5505505505505506
E177_803,0.7595874074592002,-0.7106360407238513,8.389146,-26.760777,0.8038038038038038
E178_334,-0.995772521558258,0.323716966367332,4.0924473,48.030514,0.33433433433433435
E179_619,-1.2359132944286846,-0.3825845658403413,36.337856,14.826145,0.6196196196196196
E180_489,-1.6032131602282562,-0.5129750958539482,30.393492,21.816946,0.4894894894894895
E181_877,3.0317397873097343,0.5276209192054504,-26.09876,-55.66564,0.8778778778778779
E182_996,3.224030178953134,0.7543943234750043,-37.326794,-60.529087,0.996996996996997
E183_333,-1.137806840942325,0.33591683457584065,10.80873,43.097878,0.3333333333333333
E184_749,1.1306894132289047,-1.2290942833089282,48.87612,-37.00621,0.7497497497497497
E185_610,0.34364370206274053,-1.4617217723635225,-0.13331032,-22.898739,0.6106106106106106
E186_385,-1.4043082264030087,-0.38330826425012476,46.17445,22.607939,0.38538538538538536
E187_689,1.799463931917252,-0.3914220090310452,11.714091,-59.793877,0.6896896896896897
E188_5,0.02299843000891743,2.0838540439246076,-48.696903,-18.658022,0.005005005005005005
E189_651,1.00181702278763,-1.9220847157612113,0.18942171,-30.032604,0.6516516516516516
E190_331,-1.594900301679418,-0.5631503629120319,36.54358,51.096832,0.33133133133133136
E191_575,-1.3552642815962441,-0.5435792064527791,19.947844,26.720211,0.5755755755755756
E192_798,1.8439470644313292,-0.8609112394673625,10.374819,-50.706112,0.7987987987987988
E193_680,0.48787221700235456,-1.2816132921761785,54.690865,-24.781055,0.6806806806806807
E194_418,-1.1164902610968064,-0.21003232511651634,14.625898,19.094498,0.4184184184184184
E195_248,-0.5858345325758695,0.7208282137561031,-21.423676,50.05522,0.24824824824824826
E196_392,-1.5462696627987216,-0.4683847488556857,21.486032,56.392555,0.3923923923923924
E197_522,-1.3628593387355334,-0.3265111902384709,6.302154,15.478225,0.5225225225225225
E198_781,2.926357187915429,-0.4405836203417725,-5.999366,-69.559525,0.7817817817817818
E199_551,-0.9793762644804491,-0.9030409205650034,58.855915,6.418913,0.5515515515515516
E200_784,1.8265041436914922,-1.1930078672465507,9.590407,-49.752033,0.7847847847847848
E201_291,-1.2517675365569267,-0.25732332427274274,35.27936,27.566357,0.2912912912912913
E202_863,2.1732302419294487,-0.7919075507678257,12.009233,-69.40138,0.8638638638638638
E203_325,-1.019319268076071,0.11834970920826142,7.708464,49.83184,0.3253253253253253
E204_794,1.597269425849636,-0.6826985569131668,21.549215,-50.40494,0.7947947947947948
E205_495,-1.1399199769555528,-0.5574443888336443,23.715338,27.379013,0.4954954954954955
E206_362,-1.438710386566347,-0.31403370436967004,36.964214,38.181087,0.36236236236236236
E207_96,-0.3951886392497513,1.784209865003019,-58.71,5.001791,0.0960960960960961
E208_481,-1.1488351822906704,-0.7456136620215844,6.605209,6.0123568,0.48148148148148145
E209_241,-1.4220780658350831,-0.12859660047771623,28.093586,51.440006,0.24124124124124124
E210_66,-0.4877237839600926,1.6542077316253097,-55.554848,14.128773,0.06606606606606606
E211_68,-0.3520576097513628,1.7418847516056637,-59.32482,7.3961363,0.06806806806806807
E212_962,3.125640229639327,0.893684003673607,-33.264465,-52.94933,0.9629629629629629
E213_852,3.300993173952404,0.9101663104708383,-42.12603,-53.672558,0.8528528528528528
E214_415,-1.4307632964212103,-0.5101963874930029,4.624759,12.2932,0.41541541541541543
E215_167,-0.4519879224241316,1.8415826185795685,-49.995285,-0.9134213,0.16716716716716717
E216_544,-0.2122765458488048,-1.0222132219215414,55.10584,-11.135648,0.5445445445445446
E217_366,-0.8696339198245234,0.8372623355463844,-11.18012,40.779003,0.3663663663663664
E218_966,3.4901724879854106,0.32908432206326094,-31.851835,-60.705368,0.9669669669669669
E219_937,-1.2922405157647696,-0.5446222992317694,6.4625034,7.9845476,0.9379379379379379
E220_695,-1.222535898187503,-0.7657494415611679,52.27064,10.88596,0.6956956956956957
E221_640,-0.8572511108862721,-1.0773052388107103,0.242472,2.723735,0.6406406406406406
E222_490,-0.2757849986065357,-0.5890070829650532,53.754078,-16.378994,0.4904904904904905
E223_215,-0.5545038065572723,0.7517094815071493,-29.706295,50.93307,0.21521521521521522
E224_919,2.6456495617649143,-0.09454449656177646,-11.291621,-64.7363,0.91991991991992
E225_234,-1.182384426840951,0.9682292699364066,-27.433437,36.52161,0.23423423423423423
E226_409,-1.6321716966318445,-0.5266846827068832,24.713047,47.76448,0.4094094094094094
E227_506,-1.5072928464146962,-0.7713248031445797,38.599842,47.157692,0.5065065065065065
E228_847,0.9703640127328361,-0.6872901962964763,5.1691136,-56.515472,0.8478478478478478
E229_850,0.8920498775034557,-0.9972788449472934,35.65663,-36.27668,0.8508508508508509
E230_458,-0.9150805553264679,-0.7813227071403356,53.76578,3.7292912,0.45845845845845845
E231_153,-0.48228957268167716,1.3340061928071896,-37.08921,23.806477,0.15315315315315314
E232_795,-0.7978780914156386,-0.7707880403977775,38.33931,24.037006,0.7957957957957958
E233_250,-0.4818105730929863,0.4466906150599361,-25.947254,55.79678,0.2502502502502503
E234_616,-0.44377352681489335,-1.015686239406128,64.21825,-5.8713093,0.6166166166166166
E235_308,-1.3943084269082167,-0.5597453585598284,19.698957,55.111813,0.3083083083083083
E236_253,-1.2914569761273667,0.022328263988497563,12.407461,45.136227,0.25325325325325326
E237_79,-0.5908842331909835,1.6300601340001117,-53.125435,16.099245,0.07907907907907907
E238_805,2.6947450717281716,1.0081145451643805,-30.216675,-48.03203,0.8058058058058059
E239_954,2.871323019293971,-0.21719701915495723,-11.320176,-65.15719,0.954954954954955
E240_182,-0.6298372131489505,1.1084161927490592,-38.86638,32.854183,0.18218218218218218
E241_385,-1.6894943182102646,-0.5533123309979905,30.31265,48.202732,0.38538538538538536
E242_490,-0.522151571242189,-0.7897708162763045,54.365894,-4.3692236,0.4904904904904905
E243_664,0.5027013282505818,-0.6856457212556728,44.251385,-25.086637,0.6646646646646647
E244_288,-0.7270904234757614,0.6440152271449593,-7.5856934,45.015125,0.2882882882882883
E245_712,-0.537705294385553,-1.6741834428966982,-18.325455,-11.256838,0.7127127127127127
E246_476,-0.5937155286968557,0.7634275086246199,-24.172646,52.331097,0.47647647647647645
E247_952,3.2222306952054653,0.8593640908404263,-37.30537,-54.77538,0.9529529529529529
E248_422,-1.2522907544094632,-0.21022450426088315,45.91771,20.847265,0.42242242242242245
E249_305,-1.026943232597933,-0.2651582281704073,20.886917,39.585564,0.3053053053053053
E250_894,2.9088203016954206,-0.5279524026798947,-4.913111,-69.82801,0.8948948948948949
E251_729,0.5189500484892567,-0.9842356779271976,3.5148067,-27.558825,0.7297297297297297
E252_802,1.563486825902661,-0.8516728994108871,20.881699,-49.672363,0.8028028028028028
E253_840,-0.12057859586312093,-1.2829806410739502,59.985325,-14.633282,0.8408408408408409
E254_939,3.329574704355933,0.8573581493256843,-38.33605,-57.288933,0.93993993993994
E255_155,-0.8555102338043413,0.38036423198724406,-14.47913,59.26109,0.15515515515515516
E256_404,-1.2169394540731875,0.07013351216810496,14.248724,40.674007,0.4044044044044044
E257_946,3.329030899216244,0.7082185115557996,-33.90289,-58.04381,0.9469469469469469
E258_555,-1.1081917785331497,-0.2576658478274312,52.356964,15.512598,0.5555555555555556
E259_403,-1.1519472539740068,-0.4772183838785634,-1.3358643,12.841495,0.4034034034034034
E260_447,-1.4798225240912972,-1.0351756125010503,0.5370885,6.771885,0.44744744744744747
E261_348,-1.191936112302781,-0.36918017865627817,9.686678,10.728575,0.3483483483483483
E262_601,-0.9263951049007365,-0.2877334395353482,54.962093,13.698555,0.6016016016016016
E263_865,2.0797757725384125,-0.25858862547896233,-1.2070287,-58.948494,0.8658658658658659
E264_753,2.891098573355114,0.7067197539388759,-35.230946,-52.830273,0.7537537537537538
E265_65,-0.3677987992710736,1.675920534573031,-64.675705,12.797644,0.06506506506506507
E266_882,0.9201981361634157,-1.1697489645404315,43.479725,-34.61583,0.8828828828828829
E267_250,-1.0151734190880877,0.3912855494341317,-1.9773576,52.97939,0.2502502502502503
E268_126,-0.5410921535524199,1.5671250276692368,-40.87145,19.619148,0.12612612612612611
E269_862,3.0202485334030698,0.6999479759620783,-30.762339,-53.94201,0.8628628628628628
E270_741,0.029966697942066467,-1.5210943852398295,53.744877,-24.580084,0.7417417417417418
E271_3,0.19543351354182475,2.107707699896034,-50.921356,-26.592627,0.003003003003003003
E272_44,-0.36699570308049795,1.7032381788724047,-63.18858,14.229306,0.044044044044044044
E273_236,-0.6168275822115113,0.6856947379469268,-21.490509,45.786804,0.23623623623623624
E274_611,-1.5489819131642284,-0.7934191170942373,8.084141,13.682581,0.6116116116116116
E275_680,-1.1273158056051515,-0.696321736254221,-4.3941226,0.3659234,0.6806806806806807
E276_513,-1.1143386422211385,-0.49604962843866723,22.618353,32.15098,0.5135135135135135
E277_918,-0.14030283302001695,-1.0586445673322007,-2.0216925,-18.121187,0.918918918918919
E278_664,-0.39767737310617934,-1.2262382669700655,62.432663,-12.955541,0.6646646646646647
E279_566,-0.34134965696884434,-0.9343940687349428,53.00618,-5.9225802,0.5665665665665666
E280_762,0.8286185477224933,-0.3848300209831349,25.90311,-34.286156,0.7627627627627628
E281_782,0.4256036333026485,-1.2375193175330763,41.400684,-32.302628,0.7827827827827828
E282_925,2.299882890313419,-0.7404391711114247,12.594171,-67.720825,0.9259259259259259
E283_367,-1.4035654528220087,-0.6263755236551798,13.947658,10.135564,0.36736736736736736
E284_415,-1.004696498404324,0.18312563387520314,-2.8806663,50.565517,0.41541541541541543
E285_198,-0.7090005386844034,1.4509014143444903,-40.659943,22.556747,0.1981981981981982
E286_248,-0.5717993138918733,0.21619394224569888,0.93870884,56.72691,0.24824824824824826
E287_327,-0.8772965362060999,1.1069532710574432,-45.095028,27.372652,0.32732732732732733
E288_477,-1.2939239358635004,-0.6773272619318361,-2.1625302,13.781853,0.4774774774774775
E289_838,2.9856822849297338,0.9576481373635174,-35.68531,-49.348274,0.8388388388388388
E290_801,3.2236968196527696,-0.31389274904720155,-6.8888683,-71.33149,0.8018018018018018
E291_418,-1.0169836471067213,-0.1446514042936289,10.565638,52.58224,0.4184184184184184
E292_34,-0.5577043222957863,1.8648824528694767,-48.302193,-0.079435155,0.03403403403403404
E293_580,-1.410942230891665,-0.46404494840494415,-2.9673047,11.704166,0.5805805805805806
E294_594,-0.4525277013472363,-1.4200220328708097,-14.046047,-16.836874,0.5945945945945946
E295_674,-0.27032416389179403,-1.1027839137381676,63.359882,-6.949181,0.6746746746746747
E296_719,-0.7019885072210406,-0.4707989033102428,0.05047271,-0.22803639,0.7197197197197197
E297_150,-0.3235400042708569,1.468564925067743,-51.988194,29.969572,0.15015015015015015
E298_545,-0.91605476671916,-0.9923728838227277,-5.02178,-2.5556235,0.5455455455455456
E299_707,-1.6044911435418094,-0.5365050001738848,30.305494,47.533096,0.7077077077077077
E300_206,-0.893828610164417,0.3273273052895732,-14.328324,64.142334,0.2062062062062062
E301_744,0.09319666014155473,-1.4258068136159505,-0.96471953,-20.92231,0.7447447447447447
E302_612,-0.5544708634043187,-0.9816295285586378,52.423233,-3.8173258,0.6126126126126126
E303_782,-0.8582191286139684,-0.9818788814671175,-6.5667925,-6.2006984,0.7827827827827828
E304_841,1.869210709956876,-0.32421186954009873,10.979868,-59.193665,0.8418418418418419
E305_111,-0.5544362827827299,1.5848980416876313,-55.663876,16.944227,0.1111111111111111
E306_831,2.0835227061619412,0.20283090380436225,13.504336,-56.101154,0.8318318318318318
E307_295,-1.281976908843265,0.031765791216371034,11.827782,48.078846,0.2952952952952953
E308_281,-0.45909613684202033,1.0633081273511231,-35.82383,34.97007,0.28128128128128127
E309_862,2.7532711832686396,0.11400181226072816,-14.153582,-62.321346,0.8628628628628628
E310_175,-0.4786150725426791,1.1367229301254067,-34.26898,30.56588,0.17517517517517517
E311_738,2.6215687008914887,-0.40104064213259644,3.6577065,-66.446594,0.7387387387387387
E312_556,-1.1653328926315614,-0.27017599443147605,5.7174196,11.766118,0.5565565565565566
E313_780,-0.48686369049024375,-1.1848416671628261,62.716076,-13.240793,0.7807807807807807
E314_199,-0.8989204963931708,0.34182736449878437,-14.301062,64.25775,0.1991991991991992
