,tsne1,tsne2,time
E51_1057,-5.139511,-19.033756,0.7555396711937098
E52_891,13.4367695,-22.659197,0.6368834882058614
E53_117,-13.255441,58.540546,0.08363116511794139
E54_330,-30.913946,32.610004,0.23588277340957828
E55_234,-32.631123,39.034283,0.16726233023588277
E56_445,-0.08365337,23.20982,0.318084345961401
E57_1221,-2.253937,-26.705114,0.8727662616154396
E58_1261,7.9631653,-23.939934,0.9013581129378128
E59_191,-23.646435,47.612137,0.13652609006433167
E60_1166,36.566967,-37.194122,0.8334524660471766
E61_937,-0.73500216,3.0018966,0.6697641172265905
E62_1395,-19.368715,-37.611195,0.9971408148677627
E63_970,4.6380625,-14.384531,0.6933523945675483
E64_649,-26.253721,-15.250692,0.4639027877055039
E65_1128,7.094792,-20.543352,0.806290207290922
E66_979,12.307028,-48.698963,0.6997855611150822
E67_43,-18.095901,71.22881,0.030736240171551108
E68_656,0.75526196,19.803488,0.46890636168691924
E69_1200,9.113803,-10.173635,0.8577555396711937
E70_161,-16.93686,41.388268,0.11508220157255182
E71_823,27.007814,-23.048649,0.588277340957827
E72_110,-15.861388,61.16874,0.07862759113652609
E73_1190,32.541817,-9.383045,0.8506075768406004
E74_685,-21.160799,-25.214117,0.4896354538956397
E75_712,-7.4074473,-28.990442,0.5089349535382416
E76_187,-24.937819,51.786552,0.13366690493209435
E77_623,-5.473778,12.387232,0.4453180843459614
E78_597,-8.716426,18.687937,0.4267333809864189
E79_78,-18.533022,63.39527,0.05575411007862759
E80_1058,6.5825047,-19.428354,0.7562544674767692
E81_1189,-12.502483,-21.20987,0.8498927805575411
E82_825,-18.395674,-12.399156,0.5897069335239457
E83_608,-25.64948,5.6453195,0.43459614010007147
E84_819,24.987461,12.662686,0.5854181558255898
E85_1318,-15.746832,-23.809679,0.9421015010721944
E86_1211,12.163229,-19.555595,0.8656182987848463
E87_484,-16.416145,15.044441,0.3459614010007148
E88_406,-4.87843,25.417757,0.2902072909220872
E89_528,6.255755,12.595681,0.3774124374553252
E90_1097,31.06559,-15.200928,0.7841315225160829
E91_1130,41.525337,-9.887786,0.8077197998570408
E92_784,5.2355204,1.8480661,0.5604002859185132
E93_490,-31.45962,17.817528,0.35025017869907077
E94_764,31.367517,-23.876566,0.5461043602573267
E95_323,-20.635735,32.765045,0.23087919942816298
E96_807,-9.668853,-16.368895,0.5768406004288777
E97_1379,16.91774,-28.2616,0.9857040743388135
E98_1256,1.2921755,-46.09237,0.8977841315225161
E99_835,22.298685,-19.024385,0.5968548963545389
E100_1356,17.48893,-1.7520915,0.9692637598284489
E101_610,-27.009995,-2.4156508,0.43602573266619016
E102_1103,-9.542964,-16.608337,0.7884203002144389
E103_394,-27.58319,21.240168,0.2816297355253753
E104_513,12.237936,-36.46295,0.3666904932094353
E105_834,-4.160316,-2.6708589,0.5961401000714797
E106_109,-18.708685,60.28824,0.07791279485346676
E107_1176,1.6565671,-32.36767,0.8406004288777699
E108_820,-2.6863852,-13.143448,0.586132952108649
E109_1123,-0.002943339,-28.341112,0.8027162258756254
E110_577,3.2090108,1.4966309,0.4124374553252323
E111_998,9.294619,-14.445136,0.7133666904932094
E112_1075,-2.870153,-27.768131,0.7684060042887777
E113_1011,23.151638,-8.4536295,0.7226590421729807
E114_1041,27.966082,-0.7713084,0.7441029306647605
E115_320,-16.27818,28.1196,0.22873481057898498
E116_111,-20.400707,66.22752,0.07934238741958542
E117_545,-28.497868,0.9638645,0.3895639742673338
E118_718,-6.9990244,-16.309666,0.5132237312365976
E119_166,-20.000435,53.310577,0.11865618298784847
E120_574,-19.95056,-11.347598,0.41029306647605435
E121_69,-20.813938,73.32465,0.04932094353109364
E122_147,-23.41479,53.34682,0.10507505360972123
E123_119,-16.275082,56.981853,0.08506075768406005
E124_137,-14.291711,48.329094,0.09792709077912795
E125_23,-16.44317,74.73539,0.016440314510364547
E126_458,-27.129444,27.611147,0.3273766976411723
E127_486,-19.426224,6.619144,0.34739099356683345
E128_774,12.8213415,9.715881,0.5532523230879199
E129_1152,-12.20424,-27.179419,0.823445318084346
E130_1146,23.561121,-31.595778,0.81915654038599
E131_303,-33.118736,36.8082,0.21658327376697642
E132_526,-20.074791,2.2239852,0.3759828448892066
E133_822,12.8223295,-18.609024,0.5875625446747677
E134_783,-0.2942236,-32.128693,0.559685489635454
E135_732,-2.5866733,-3.758185,0.5232308791994281
E136_441,-0.012129473,29.813957,0.3152251608291637
E137_270,-21.39679,37.31686,0.19299499642601858
E138_1162,-15.288292,-21.356972,0.8305932809149392
E139_590,28.502216,-30.295614,0.42172980700500357
E140_133,-15.698871,55.993935,0.09506790564689063
E141_333,-32.44368,28.394924,0.23802716225875625
E142_465,-7.4693685,24.13064,0.33238027162258754
E143_145,-26.906244,52.764507,0.10364546104360257
E144_974,28.495817,-27.973932,0.6962115796997855
E145_354,-25.551043,24.572945,0.25303788420300216
E146_279,-33.20764,38.29711,0.19942816297355254
E147_861,9.743683,-22.47922,0.6154395997140815
E148_693,-5.5110164,10.555205,0.49535382416011436
E149_583,-2.839818,31.55162,0.4167262330235883
E150_553,24.214651,-3.7087133,0.39528234453180844
E151_719,1.7394307,-37.512737,0.5139385275196569
E152_824,10.812729,-17.004662,0.5889921372408864
E153_1052,10.206485,-15.919531,0.7519656897784132
E154_1118,9.795323,1.4274608,0.7991422444603288
E155_988,33.63635,-8.259981,0.7062187276626162
E156_273,-18.534584,37.04949,0.19513938527519656
E157_1318,28.833822,-15.8624935,0.9421015010721944
E158_607,10.482666,-17.235762,0.43388134381701216
E159_57,-18.087555,62.09035,0.0407433881343817
E160_1124,14.016586,5.5876517,0.8034310221586848
E161_876,18.4652,-40.01779,0.6261615439599714
E162_527,11.159325,-29.118052,0.3766976411722659
E163_1251,20.932981,-31.567778,0.8942101501072195
E164_142,-14.434904,50.33561,0.10150107219442459
E165_797,-3.089729,1.1465918,0.5696926375982845
E166_326,-8.63598,22.244783,0.23302358827734096
E167_481,-1.4172226,19.051949,0.3438170121515368
E168_188,-29.339836,33.76732,0.1343817012151537
E169_455,-6.8104186,-7.4539204,0.3252323087919943
E170_1122,24.74604,-11.556976,0.8020014295925662
E171_1144,35.73853,-9.914445,0.8177269478198713
E172_192,-23.130972,45.56943,0.13724088634739098
E173_899,-2.900485,-12.517559,0.6426018584703359
E174_412,3.7577608,14.573434,0.2944960686204432
E175_212,-24.949,45.91569,0.15153681200857755
E176_813,-12.821736,-38.367893,0.5811293781272338
E177_683,20.091417,-18.798162,0.4882058613295211
E178_580,-23.594067,8.480094,0.4145818441744103
E179_668,26.894999,1.7739233,0.47748391708363114
E180_483,-3.599666,20.212969,0.34524660471765545
E181_348,-5.4381723,35.4377,0.24874910650464618
E182_151,-30.550663,43.551056,0.10793423874195854
E183_601,-6.5236373,10.581331,0.4295925661186562
E184_397,-22.35789,15.269339,0.28377412437455324
E185_1065,7.7792845,-15.616928,0.7612580414581844
E186_32,-13.699653,69.689964,0.0228734810578985
E187_173,-23.718004,21.65017,0.12365975696926376
E188_778,5.0343704,-6.0578327,0.5561115082201572
E189_1011,21.00054,-38.473774,0.7226590421729807
E190_315,-18.821493,15.643379,0.22516082916368835
E191_693,-2.2111452,-25.00496,0.49535382416011436
E192_589,-22.774632,-2.8116117,0.42101501072194425
E193_1158,13.333226,-12.1882715,0.827734095782702
E194_601,6.24371,-30.09766,0.4295925661186562
E195_788,28.36699,-30.155941,0.5632594710507506
E196_1028,27.998472,-21.003803,0.7348105789849892
E197_616,9.505389,2.9878879,0.4403145103645461
E198_346,-19.515669,17.675137,0.24731951393852752
E199_458,6.3140664,11.309545,0.3273766976411723
E200_977,21.56481,10.821683,0.6983559685489635
E201_953,9.248314,-32.86613,0.6812008577555396
E202_266,-24.233093,12.629427,0.19013581129378126
E203_246,-16.144476,44.572872,0.1758398856325947
E204_58,-14.039673,71.20243,0.04145818441744103
E205_992,27.179688,-27.071465,0.7090779127948534
E206_86,-23.116648,61.10458,0.061472480343102216
E207_1213,12.509279,-28.459068,0.8670478913509649
E208_1358,24.503395,-33.754948,0.9706933523945676
E209_1370,-11.276442,-24.73141,0.9792709077912795
E210_890,20.126133,-20.546438,0.636168691922802
E211_382,-17.848951,27.76038,0.27305218012866334
E212_549,23.99364,-23.269938,0.3924231593995711
E213_225,-21.622156,46.124348,0.16082916368834882
E214_1213,28.58845,-25.234583,0.8670478913509649
E215_857,12.707068,-32.36401,0.6125804145818442
E216_209,-32.675777,31.832973,0.14939242315939957
E217_261,-15.272065,45.08499,0.18656182987848463
E218_184,-9.408921,44.008614,0.13152251608291637
E219_1161,-2.368927,-5.4924226,0.82987848463188
E220_1223,9.383712,3.515651,0.8741958541815582
E221_321,-27.996033,33.99406,0.22944960686204433
E222_1363,8.092924,-13.997825,0.9742673338098642
E223_647,26.433388,-36.54161,0.4624731951393853
E224_1013,1.7806697,-35.736103,0.7240886347390993
E225_1030,5.900227,-31.098072,0.7362401715511079
E226_1327,10.989813,-27.175104,0.9485346676197284
E227_210,-24.970688,43.655235,0.1501072194424589
E228_344,-11.478295,14.106593,0.24588992137240887
E229_1007,4.7415056,-17.435928,0.7197998570407433
E230_472,-23.469204,9.507756,0.33738384560400286
E231_473,0.34352553,31.871874,0.3380986418870622
E232_1318,13.225904,-3.9064784,0.9421015010721944
E233_355,-7.059873,28.269215,0.2537526804860615
E234_178,-22.438435,43.52424,0.1272337383845604
E235_735,2.3108869,-39.257965,0.5253752680486061
E236_801,24.078428,-37.51844,0.5725518227305219
E237_1086,-18.274687,-27.245405,0.7762687634024303
E238_412,-25.338234,13.512781,0.2944960686204432
E239_713,-1.7953234,8.989014,0.509649749821301
E240_736,18.65074,-6.6581097,0.5260900643316655
E241_365,-1.9935383,23.665182,0.26090064331665475
E242_1006,14.183698,-46.382984,0.7190850607576841
E243_1076,-2.0654814,-11.183519,0.7691208005718371
E244_689,-19.100328,-31.097925,0.49249463902787705
E245_1281,13.7793,-12.579139,0.9156540385989993
E246_1385,-3.4981444,-9.991223,0.9899928520371694
E247_543,-2.6129096,12.709535,0.38813438170121517
E248_509,-10.297369,27.059462,0.363831308077198
E249_252,-29.247416,20.309465,0.18012866333095068
E250_512,11.156093,-25.493664,0.365975696926376
E251_334,-31.80331,25.79926,0.23874195854181557
E252_476,1.0909493,33.63131,0.3402430307362402
E253_397,-18.504375,20.946264,0.28377412437455324
E254_50,-22.514267,69.25718,0.035739814152966405
E255_126,-14.434368,52.582806,0.09006433166547534
E256_1374,2.3866725,-53.17086,0.9821300929235168
E257_101,-16.522142,45.36469,0.07219442458899214
E258_1375,4.55452,-5.6225033,0.9828448892065761
E259_814,17.970322,-42.989822,0.581844174410293
E260_1129,-0.29023618,-34.32806,0.8070050035739814
E261_1157,-1.3935316,-39.206104,0.8270192994996426
E262_417,-26.621897,0.5675884,0.29807005003573983
E263_1326,27.878845,-30.152657,0.947819871336669
E264_467,-24.277569,35.55252,0.33380986418870623
E265_183,-11.838813,39.739895,0.13080771979985703
E266_1350,8.714188,-17.844942,0.9649749821300929
E267_1242,1.4519454,-40.526466,0.8877769835596855
E268_579,-23.879456,8.639918,0.413867047891351
E269_654,-4.7955775,3.8747177,0.46747676912080055
E270_1191,23.48545,-33.262955,0.8513223731236598
E271_643,-9.932156,-30.956242,0.45961401000714797
E272_789,-5.147501,6.6174197,0.5639742673338098
E273_1186,15.256501,2.629547,0.8477483917083631
E274_123,-15.346899,58.346188,0.08791994281629735
E275_974,31.362007,5.1204934,0.6962115796997855
E276_235,-30.364824,19.91772,0.1679771265189421
E277_713,19.39861,-4.2005577,0.509649749821301
E278_821,23.707712,-5.528313,0.5868477483917084
E279_778,15.816615,-6.6610312,0.5561115082201572
E280_1287,1.9488764,-37.329437,0.9199428162973553
E281_364,-29.841198,16.923588,0.26018584703359543
E282_1238,15.980509,-35.601124,0.8849177984274482
E283_323,-10.1504135,36.200058,0.23087919942816298
E284_918,-11.219256,-9.57856,0.6561829878484632
E285_824,19.767664,5.6374245,0.5889921372408864
E286_1186,25.372618,-20.2508,0.8477483917083631
E287_1046,13.342833,-6.984692,0.7476769120800572
E288_239,-14.33163,36.40777,0.1708363116511794
E289_32,-13.138852,73.211555,0.0228734810578985
E290_948,17.706816,-21.780098,0.677626876340243
E291_1122,24.442217,-1.3759552,0.8020014295925662
E292_196,-18.84288,36.119392,0.1401000714796283
E293_856,1.6483768,-20.481913,0.6118656182987848
E294_767,-3.013249,-11.77895,0.5482487491065047
E295_983,16.830423,-28.139112,0.7026447462473195
E296_713,29.44104,-32.399193,0.509649749821301
E297_1000,38.779575,-20.883577,0.7147962830593281
E298_1255,-10.159616,-27.954573,0.8970693352394568
E299_324,-12.959469,28.867283,0.2315939957112223
E300_1178,0.32740748,-30.372242,0.8420300214438885
E301_1183,-12.088977,-34.820568,0.8456040028591851
E302_247,-7.211566,38.204884,0.17655468191565404
E303_1240,-13.418654,-16.357603,0.8863473909935669
E304_76,-19.234632,60.59672,0.054324517512508934
E305_250,-24.565422,19.993141,0.17869907076483202
E306_93,-13.52893,56.86834,0.06647605432451752
E307_1330,16.251907,-11.989264,0.9506790564689064
E308_500,7.272776,17.851362,0.35739814152966404
E309_879,20.281336,-28.102114,0.6283059328091494
E310_1109,-16.271263,-19.112938,0.7927090779127949
E311_786,-3.718449,-42.991505,0.5618298784846318
E312_181,-13.36264,60.574604,0.12937812723373837
E313_799,-11.245645,-44.3468,0.5711222301644031
E314_1348,17.936615,-36.17198,0.9635453895639743
E315_441,-9.524054,28.099302,0.3152251608291637
E316_406,-18.275284,0.28629324,0.2902072909220872
E317_769,16.196527,-26.713326,0.5496783416726233
E318_923,29.569788,-24.942562,0.6597569692637598
E319_202,-20.481022,27.377302,0.14438884917798428
E320_1061,22.969221,-11.777439,0.7583988563259471
E321_271,-21.873238,18.580742,0.1937097927090779
E322_1393,22.533302,-36.34035,0.995711222301644
E323_207,-14.494111,32.784447,0.14796283059328091
E324_1205,-4.858108,-14.981578,0.8613295210864903
E325_642,9.014249,-25.176868,0.45889921372408865
E326_403,-2.2225847,35.011566,0.28806290207290924
E327_386,-13.979209,22.84261,0.27591136526090065
E328_10,-14.885653,77.86414,0.007147962830593281
E329_1224,-2.5693605,-37.665524,0.8749106504646176
E330_338,-11.670712,35.004166,0.2416011436740529
E331_884,10.245835,-21.931456,0.631879914224446
E332_357,4.2512584,7.4939694,0.2551822730521801
E333_430,-18.380608,31.251505,0.3073624017155111
E334_1129,-8.973176,-13.769616,0.8070050035739814
E335_840,12.818767,-23.36398,0.6004288777698356
E336_285,-1.3655778,31.954994,0.20371694067190851
E337_388,-11.84484,28.383118,0.2773409578270193
E338_767,1.6878953,-3.8575935,0.5482487491065047
E339_592,-21.472647,1.869557,0.42315939957112225
E340_1309,14.11125,5.4749393,0.9356683345246605
E341_657,-9.662555,-24.02279,0.46962115796997855
E342_615,-21.551054,-15.971056,0.4395997140814868
E343_532,-21.947895,1.6520923,0.38027162258756253
E344_608,-30.291943,7.1696615,0.43459614010007147
E345_1369,2.4683049,-21.143013,0.9785561115082202
E346_537,9.93606,-5.5863566,0.38384560400285916
E347_297,-13.974256,33.129745,0.21229449606862044
E348_1294,29.772861,-3.183659,0.9249463902787706
E349_255,-13.627665,30.06127,0.18227305218012865
E350_828,4.272471,-26.577606,0.5918513223731237
E351_900,10.846603,-19.195179,0.6433166547533953
E352_750,-8.890081,-7.4795103,0.536097212294496
E353_184,-28.51848,41.354305,0.13152251608291637
E354_284,-26.49496,20.723682,0.20300214438884917
E355_410,-29.3387,19.755325,0.2930664760543245
E356_403,-11.947437,26.626148,0.28806290207290924
E357_1232,3.3640897,-49.22033,0.8806290207290922
E358_973,15.397101,-0.62351686,0.6954967834167263
E359_1023,10.524646,-17.6884,0.7312365975696926
E360_861,1.8192215,-1.2685485,0.6154395997140815
E361_1334,4.1341953,-6.357717,0.9535382416011436
E362_561,0.023148157,2.6158445,0.4010007147962831
E363_345,-7.4430413,27.644018,0.24660471765546818
E364_1226,21.249037,-0.099829525,0.8763402430307362
E365_7,-13.3146715,77.39475,0.005003573981415297
E366_1252,21.16351,-20.326338,0.8949249463902788
E367_576,-17.391758,20.004578,0.411722659042173
E368_402,-16.150885,25.34974,0.2873481057898499
E369_112,-20.86018,57.452953,0.08005718370264475
E370_1214,32.14552,-34.294212,0.8677626876340243
E371_795,1.7919966,-14.622716,0.5682630450321658
E372_718,-26.256811,-15.248307,0.5132237312365976
E373_1144,15.052246,-20.947557,0.8177269478198713
E374_1194,18.603704,-2.6651065,0.8534667619728378
E375_156,-9.927201,44.92547,0.11150822015725519
E376_113,-28.56519,51.99053,0.08077197998570407
E377_1290,-4.253935,-28.217772,0.9220872051465332
E378_1087,5.2386084,-7.982243,0.7769835596854896
E379_943,13.906216,-17.977364,0.6740528949249464
E380_107,-16.456984,54.005947,0.0764832022873481
E381_974,5.527299,-11.59678,0.6962115796997855
E382_168,-33.24685,40.500378,0.12008577555396711
E383_1149,7.034334,-18.848572,0.821300929235168
E384_322,-8.2053995,6.550493,0.23016440314510364
E385_456,-26.539768,0.0506695,0.3259471050750536
E386_1052,0.62200236,-33.195477,0.7519656897784132
E387_1133,40.710064,-30.434248,0.8098641887062187
E388_1261,-9.070348,-40.139397,0.9013581129378128
E389_1199,8.9244,-1.3235675,0.8570407433881344
E390_683,-8.744557,-7.5118055,0.4882058613295211
E391_1034,7.7799463,-19.037579,0.7390993566833453
E392_679,6.6596937,3.4044926,0.4853466761972838
E393_18,-15.23016,76.21179,0.012866333095067906
E394_28,-14.00354,72.557976,0.020014295925661188
E395_711,16.718796,-48.642036,0.5082201572551823
E396_805,4.927131,-10.197888,0.5754110078627591
E397_1188,-13.856262,-35.80822,0.8491779842744818
E398_367,-28.693598,27.353739,0.26233023588277343
E399_741,8.697956,-17.270517,0.5296640457469621
E400_848,17.08789,-45.089745,0.6061472480343102
E401_757,-6.622121,6.073549,0.5411007862759114
E402_1305,12.576781,-36.66065,0.9328091493924232
E403_970,-5.1710963,2.653377,0.6933523945675483
E404_789,4.046281,-12.312855,0.5639742673338098
E405_626,35.582645,-12.689819,0.4474624731951394
E406_990,-0.19998948,-4.4631953,0.7076483202287348
E407_466,-4.603869,22.691952,0.3330950679056469
E408_877,12.128412,-3.6492312,0.6268763402430307
E409_896,33.96259,-35.050842,0.640457469621158
E410_202,-16.766247,19.892027,0.14438884917798428
E411_496,39.21055,-5.607621,0.3545389563974267
E412_697,16.748495,-20.296614,0.4982130092923517
E413_429,-1.3530619,2.3441968,0.30664760543245173
E414_611,22.54024,-2.537435,0.4367405289492495
E415_380,13.086264,-15.330517,0.27162258756254465
E416_85,-15.088113,59.56716,0.06075768406004289
E417_665,11.319347,-42.490128,0.4753395282344532
E418_1200,3.8644712,-8.0556965,0.8577555396711937
E419_683,-13.645805,-17.530092,0.4882058613295211
E420_529,-2.982262,22.16678,0.3781272337383846
E421_314,-24.062021,16.0178,0.22444603288062903
E422_1045,15.834016,-23.768559,0.7469621157969979
E423_1104,-12.759727,-21.896336,0.7891350964974982
E424_1186,8.176865,-41.72457,0.8477483917083631
E425_927,20.12928,-12.048776,0.6626161543959972
E426_774,7.6595225,-28.673483,0.5532523230879199
E427_666,8.718386,-45.012733,0.4760543245175125
E428_141,-23.93448,55.333443,0.10078627591136526
E429_89,-21.133234,58.714703,0.0636168691922802
E430_1005,-11.781114,-40.088757,0.7183702644746247
E431_671,22.006247,-30.574297,0.47962830593280914
E432_279,-32.266754,31.194435,0.19942816297355254
E433_667,-1.207281,-43.457043,0.4767691208005718
E434_823,20.789095,-22.83048,0.588277340957827
E435_279,-29.07784,29.147795,0.19942816297355254
E436_748,29.36319,-0.3025665,0.5346676197283774
E437_644,18.651165,12.921299,0.4603288062902073
E438_881,4.2926087,-1.6483978,0.629735525375268
E439_320,-22.894648,40.35484,0.22873481057898498
E440_1237,-8.040128,-29.885405,0.8842030021443888
E441_439,15.0931225,10.740969,0.31379556826304505
E442_212,-27.39496,41.23775,0.15153681200857755
E443_571,0.8313545,4.938208,0.40814867762687634
E444_280,-13.875137,23.87289,0.20014295925661185
E445_351,-30.072445,22.061333,0.25089349535382416
E446_440,-13.784759,13.163388,0.31451036454610437
E447_146,-8.769553,62.396988,0.1043602573266619
E448_568,2.254497,3.8975468,0.40600428877769834
E449_1062,8.746748,-36.40182,0.7591136526090064
E450_602,-6.3860893,-3.0191169,0.4303073624017155
E451_998,-13.874692,-17.510017,0.7133666904932094
E452_1032,39.260845,-5.628627,0.7376697641172266
E453_993,-10.025203,-34.510956,0.7097927090779128
E454_797,22.415007,-30.385658,0.5696926375982845
E455_951,21.298128,-29.343685,0.679771265189421
E456_816,-12.6389065,-19.009577,0.5832737669764118
E457_603,2.5943687,6.7950377,0.43102215868477484
E458_507,14.310155,-0.81581736,0.36240171551107936
E459_1014,19.437075,-15.531244,0.7248034310221587
E460_737,15.914253,-16.84245,0.5268048606147248
E461_766,5.9075165,-21.724998,0.5475339528234453
E462_502,-1.5077826,-34.541206,0.3588277340957827
E463_502,-8.197614,-9.780982,0.3588277340957827
E464_1154,26.259924,-36.248325,0.8248749106504646
E465_4,-12.927559,78.670746,0.0028591851322373124
E466_31,-16.142254,69.814255,0.02215868477483917
E467_223,-33.991684,28.261753,0.15939957112223016
E468_1193,0.4156724,-23.25042,0.8527519656897784
E469_262,-14.918261,36.80169,0.18727662616154395
E470_603,-26.949968,-1.8351063,0.43102215868477484
E471_287,-31.462152,34.649796,0.20514653323802717
E472_273,-17.665648,33.983257,0.19513938527519656
E473_122,-5.630999,36.07464,0.08720514653323802
E474_1073,-6.14511,-32.85885,0.7669764117226591
E475_1228,24.281958,-20.32124,0.8777698355968548
E476_40,-15.058766,69.95292,0.028591851322373123
E477_883,-0.631026,-9.384933,0.6311651179413867
E478_658,-5.060308,13.153992,0.47033595425303787
E479_105,-21.519176,59.039455,0.07505360972122944
E480_1030,31.181257,-26.839626,0.7362401715511079
E481_1273,6.9114842,-24.905237,0.9099356683345247
E482_1204,30.514252,-45.87884,0.860614724803431
E483_46,-10.525255,64.2618,0.032880629020729094
E484_582,4.4088387,3.66457,0.41601143674052893
E485_1016,-6.8069115,-25.726076,0.7262330235882773
E486_985,42.418274,-18.662186,0.7040743388134382
E487_195,-8.985402,52.838017,0.139385275196569
E488_727,4.7631,-23.272701,0.5196568977841315
E489_901,22.281572,-13.461664,0.6440314510364546
E490_311,-10.19246,33.51378,0.22230164403145103
E491_767,22.649872,2.0884786,0.5482487491065047
E492_395,-9.135963,20.35981,0.2823445318084346
E493_1035,1.6823429,-23.149826,0.7398141529664046
E494_1012,-6.3518643,-17.41346,0.72337383845604
E495_1166,0.46874857,-24.74805,0.8334524660471766
E496_589,-14.435702,-21.20863,0.42101501072194425
E497_1382,-18.797585,-20.425829,0.9878484631879915
E498_1308,-3.4920502,-0.7844533,0.9349535382416011
E499_1371,32.362366,-11.839992,0.9799857040743388
E500_621,26.96127,-27.924229,0.44388849177984274
E501_1174,37.8893,-18.476397,0.8391708363116511
E502_1155,8.934953,-12.236015,0.825589706933524
E503_532,30.625895,-7.689813,0.38027162258756253
E504_1033,-0.9101905,-13.17903,0.7383845604002859
E505_6,-13.05956,78.06616,0.004288777698355968
E506_617,-19.618477,-2.0719469,0.4410293066476054
E507_679,14.2176,-3.9115992,0.4853466761972838
E508_1124,8.473264,-34.053448,0.8034310221586848
E509_324,-1.6817468,23.298119,0.2315939957112223
E510_21,-15.679114,74.719284,0.01501072194424589
E511_1025,6.323342,-34.617085,0.7326661901358112
E512_1259,24.007448,-7.8657703,0.899928520371694
E513_437,-20.954742,27.323227,0.31236597569692637
E514_536,10.512642,-48.187485,0.38313080771979985
E515_11,-14.639575,76.80419,0.007862759113652609
E516_534,-4.1422544,13.981805,0.3817012151536812
E517_630,22.70948,5.172103,0.4503216583273767
E518_1193,33.458206,-22.009134,0.8527519656897784
E519_261,-29.053782,36.249428,0.18656182987848463
E520_548,10.404591,-9.833839,0.3917083631165118
E521_222,-31.819273,36.48603,0.15868477483917084
E522_61,-19.313627,64.087845,0.04360257326661901
E523_66,-17.114918,64.41536,0.04717655468191565
E524_436,0.6928984,19.8432,0.31165117941386705
E525_941,1.5600718,-43.31722,0.6726233023588277
E526_333,-17.907097,18.99092,0.23802716225875625
E527_344,-11.973817,11.8497715,0.24588992137240887
E528_264,-25.636662,36.15241,0.1887062187276626
E529_1078,-20.582289,-12.120212,0.7705503931379557
E530_1230,-1.0130155,-29.343027,0.8791994281629736
E531_1167,6.413203,-10.418909,0.8341672623302359
E532_1240,33.942867,-14.7547865,0.8863473909935669
E533_1374,11.008056,-13.785066,0.9821300929235168
E534_650,4.3476505,10.133168,0.46461758398856323
E535_506,-29.11191,16.440931,0.36168691922802
E536_1196,32.49549,-27.531467,0.8548963545389564
E537_789,17.273119,-11.337636,0.5639742673338098
E538_1030,-3.1873312,-37.225636,0.7362401715511079
E539_148,-20.319962,42.04615,0.10578984989278056
E540_20,-17.459743,73.983574,0.014295925661186561
E541_893,2.7249897,-25.62943,0.63831308077198
E542_517,18.845041,10.333743,0.3695496783416726
E543_1271,18.83372,-32.218403,0.908506075768406
